location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex
Яхрома,2,5,1,33.6,5300000,2006,Вторичка,-1,Наземная,-1,"18,7 м²","8,6 м²","2,6 м",Парковая ,6,0
Яхрома,4,5,1,34.2,3970000,2018,Вторичка,1 лоджия,Наземная,-1,16 м²,10 м²,"2,8 м",0,0,0
Яхрома,5,5,1,28.4,3200000,1978,Вторичка,1 балкон,-1,-1,"15,1 м²","6,7 м²",-1,Большевистская ,23,0
Яхрома,9,9,1,40.0,3800000,1988,Вторичка,1 балкон,Наземная,-1,-1,6 м²,-1,0,0,0
Яхрома,5,5,1,31.5,4200000,1974,Вторичка,1 балкон,Наземная,-1,"16,5 м²","6,1 м²","2,5 м", Бусалова,11а,0
Яхрома,5,5,1,28.9,3800000,1978,Вторичка,1 балкон,Наземная,-1,17 м²,6 м²,"2,6 м",Большевистская ,23,0
Яхрома,3,9,1,39.6,4000000,2013,Вторичка,-1,-1,-1,"17,5 м²",10 м²,"2,8 м", Конярова,7,0
Яхрома,3,5,1,42.0,5350000,-1,Вторичка,1 лоджия,Наземная,-1,19 м²,9 м²,-1, Бусалова,10,На Бусалова
Яхрома,5,5,1,20.9,3100000,-1,Вторичка,-1,-1,-1,"11,1 м²","4,8 м²",-1, Ленина,5,0
Яхрома,3,9,1,51.2,4500000,2013,Вторичка,1 балкон,Наземная,-1,24 м²,15 м²,"2,65 м", Бусалова,15,На Бусалова
Яхрома,3,5,1,21.1,2950000,-1,Вторичка,-1,Наземная,-1,-1,5 м²,-1, Ленина,5,0
Яхрома,3,4,1,38.0,4500000,-1,Вторичка,-1,Наземная,-1,20 м²,9 м²,-1, Кирьянова,32,0
Яхрома,8,10,1,39.9,4950000,2013,Вторичка,1 лоджия,Наземная,-1,"17,6 м²","9,5 м²","2,7 м", Конярова,7А,0
Яхрома,4,5,1,28.6,4150000,1978,Вторичка,1 балкон,Наземная,-1,"16,6 м²",7 м²,"2,6 м", Ленина,0,0
Яхрома,2,9,1,41.0,5500000,2013,Вторичка,1 лоджия,Наземная,-1,20 м²,12 м²,"2,8 м", Конярова,7,0
Яхрома,8,9,1,38.1,5275000,2013,Вторичка,1 лоджия,Наземная,-1,-1,"8,2 м²","2,8 м", Конярова,7,0
Яхрома,2,6,1,40.2,4990000,2019,Вторичка,1 лоджия,Наземная,-1,19 м²,"9,1 м²","2,8 м", Бусалова,10,На Бусалова
Яхрома,4,5,1,28.6,4150000,1972,Вторичка,1 балкон,-1,-1,15 м²,"6,3 м²",-1, Ленина,16,0
Яхрома,11,15,1,17.63,4511517,2026,Новостройка,-1,-1,Монолитно-кирпичный,7 м²,"3,5 м²",-1,0,0,Публицист ЖК
Яхромаа,21,38,1,41.5,20250000,2023,Вторичка,-1,Наземная,-1,"14,6 м²",10 м²,"2,6 м",Севастопольский проспект,22А,Eniteo
Яхромаа,7,40,1,43.4,20800000,2023,Вторичка,-1,-1,-1,"15,2 м²","19,4 м²",-1,бульвар Братьев Весниных,1,ЗИЛАРТ
Яхромаа,6,14,1,40.0,20990000,1972,Вторичка,1 лоджия,Открытая,-1,19 м²,9 м²,"2,7 м",3-й Самотечный переулок,21,0
Яхромаа,12,26,1,41.3,21200000,2025,Новостройка,-1,-1,-1,20 м²,14 м²,-1,18/19/27,18/19/27,Зиларт ЖК
Яхромаа,2,9,1,48.64,22418176,2026,Новостройка / Апартаменты,-1,Подземная,-1,"37,8 м²","5,8 м²",-1, Мухина,17А,Клубный дом Массандра Парк
Яхромаа,15,20,1,50.0,26000000,2024,Новостройка,-1,-1,-1,30 м²,8 м²,"3,2 м",Кинематографический кв-л,0,Событие ЖК
Яхромаа,3,45,1,37.7,26390000,2026,Новостройка,-1,Подземная,-1,22 м²,6 м²,-1,Кутузовский проезд,16С1,River Park Кутузовский
Яхромаа,12,41,1,36.52,26440480,2024,Новостройка,-1,-1,Монолитно-кирпичный,"31,5 м²",-1,"3,2 м",1-й Сетуньский проезд,8,Hide
Яхромаа,5,17,1,50.2,34900000,2024,Вторичка,-1,Подземная,-1,"16,1 м²","16,8 м²",-1,Ленинский проспект,38,Lunar
Яхромаа,5,41,1,59.59,39537965,2024,Новостройка,-1,-1,Монолитно-кирпичный,"54,6 м²",-1,"3,2 м",1-й Сетуньский проезд,8,Hide
Яхромаа,40,63,1,51.0,57600000,-1,Вторичка / Апартаменты,-1,Подземная,-1,45 м²,-1,-1,1-й Красногвардейский проезд,22с1,NEVA TOWERS
Яхромаа,2,11,1,49.3,58000000,-1,Вторичка,-1,Подземная,-1,"36,3 м²",8 м²,-1, Большая Якиманка,22К3,Коперник
Яхромаа,6,6,1,152.3,110000000,-1,Вторичка / Апартаменты,-1,Наземная,-1,25 м²,43 м²,-1, 3-я Ямского Поля,9,Art Residence
Яхромаа,14,21,1,144.0,180000000,-1,Вторичка,-1,Подземная,-1,56 м²,65 м²,-1, Сергея Макеева,9,RedSide
Яхромаа,2,2,1,30.7,1150000,-1,Вторичка,1 балкон,-1,-1,"18,3 м²","6,1 м²","2,55 м", Пролетарская,4,0
Яхромаа,4,5,1,29.65,1186000,2020,Новостройка,-1,-1,-1,-1,-1,"2,55 м",0,0,"мкр. Южный, дом 7"
Яхромаа,5,5,1,40.4,1699900,Напишите автору,Вторичка,1 лоджия,-1,-1,"14,7 м²",9 м²,"2,75 м",переулок Колхозный,22,0
Яхромаа,1,5,1,32.1,2430000,-1,Вторичка,-1,-1,-1,18 м²,6 м²,"2,55 м",Удмуртская ,12,0
Яхромаа,7,7,1,35.88,2439840,2023,Новостройка,-1,-1,-1,"17,8 м²","9,1 м²",-1, Малиновая,5,Окские просторы
Яхромаа,4,4,1,32.3,2585000,-1,Вторичка,1 балкон,-1,-1,"19,3 м²","6,2 м²",-1, Логинова,7,0
Яхромаа,2,9,1,33.8,2599999,Напишите автору,Вторичка,1 лоджия,-1,-1,"19,8 м²",9 м²,"2,75 м", Розы Люксембург,9,0
Яхромаа,2,5,1,31.1,2700000,1979,Вторичка,-1,-1,-1,18 м²,6 м²,-1,Пролетарская ,155,0
Яхромаа,5,5,1,30.7,2850000,-1,Вторичка,1 балкон,-1,-1,19 м²,"6,1 м²",-1, Гагарина,115к1,0
Яхромаа,5,5,1,29.8,2980000,1965,Вторичка,-1,Наземная,-1,"17,7 м²","5,8 м²","2,4 м",Колхозная ,2,0
Яхромаа,4,5,1,30.9,2950000,-1,Вторичка,1 балкон,-1,-1,"19,4 м²","6,5 м²",-1, Валентины Терешковой,3/3,0
Яхромаа,14,26,1,26.36,2952320,2026,Новостройка,1 лоджия,-1,-1,"10,8 м²","5,1 м²","2,84 м",0,0,Мечта
Яхромаа,1,3,1,31.8,3099000,-1,Вторичка,1 балкон,-1,-1,"15,5 м²","9,2 м²",-1, Грибанова,7А,0
Яхромаа,26,27,1,22.15,3056700,2025,Новостройка,-1,-1,Монолитно-кирпичный,-1,-1,"2,5 м", Валерия Лесунова,18,Акварель
Яхромаа,1,5,1,30.7,3100000,-1,Вторичка,-1,-1,-1,"17,7 м²","5,7 м²","2,55 м", Твардовского,12,0
Яхромаа,8,9,1,27.2,3190000,-1,Вторичка,1 балкон,-1,-1,"13,5 м²","5,8 м²","2,75 м", Менжинского,19А,0
Яхромаа,2,2,1,42.3,3150000,-1,Вторичка,-1,-1,-1,"19,8 м²","12,7 м²",-1, Маршала Василевского,18,0
Яхромаа,2,3,1,40.0,3200000,-1,Вторичка,1 лоджия,-1,-1,15 м²,15 м²,-1, Радужная,4,Букатин Луг
Яхромаа,4,5,1,33.2,3290000,-1,Вторичка,1 балкон,-1,-1,"19,4 м²","5,8 м²","2,55 м",проспект Имени В.И. Ленина,45,0
Яхромаа,3,10,1,28.3,3270000,-1,Вторичка,1 балкон,-1,-1,"14,3 м²",9 м²,"2,75 м", 64-й Армии,135а,0
Яхромаа,2,10,1,35.01,3293425,2025,Новостройка,-1,-1,-1,"13,1 м²","10,1 м²","2,62 м",0,0,Пальмира 2.0
Яхромаа,2,5,1,39.1,3600000,-1,Вторичка,1 балкон,Наземная,-1,20 м²,10 м²,"2,5 м", Центральная,3,0
Яхромаа,1,16,1,26.7,3650200,2027,Новостройка,-1,-1,Кирпичный,"10,2 м²","8,4 м²","2,5 м",0,0,Бирюзова Парк ЖК
Яхромаа,8,8,1,23.0,2850000,2025,Новостройка,1 балкон,-1,-1,10 м²,8 м²,-1,Первомайская ,41,МОЁ
Яхрома,5,5,2,43.7,4350000,1969,Вторичка,1 балкон,Наземная,-1,28 м²,6 м²,-1, Ленина,30.0,0
Яхрома,4,5,2,44.3,5100000,1978,Вторичка,1 балкон,Наземная,-1,"27,9 м²",7 м²,-1,Большевистская ,22.0,0
Яхрома,1,9,2,64.0,6149999,2013,Вторичка,-1,Наземная,-1,39 м²,18 м²,"2,65 м", Бусалова,15.0,На Бусалова
Яхрома,5,5,2,44.0,5300000,-1,Вторичка,-1,-1,-1,-1,-1,-1,0,0,0
Яхрома,3,6,2,48.9,5770000,2018,Вторичка,1 лоджия,Наземная,-1,30 м²,10 м²,"2,8 м", Бусалова,10.0,На Бусалова
Яхрома,4,9,2,66.0,7000000,2013,Вторичка,1 балкон,Наземная,-1,45 м²,14 м²,"2,8 м", Бусалова,15.0,На Бусалова
Яхрома,5,5,2,37.0,3500000,1978,Вторичка,1 лоджия,Наземная,-1,21 м²,"5,6 м²",-1,Большевистская ,23.0,0
Яхрома,4,5,2,43.4,3580000,1980,Вторичка,1 балкон,Наземная,-1,"28,9 м²","6,3 м²",-1,Большевистская ,4.0,0
Яхрома,5,5,2,36.2,4200000,1973,Вторичка,1 балкон,Наземная,-1,"21,7 м²","7,5 м²","2,6 м", Ленина,39.0,0
Яхрома,5,5,2,43.7,3999000,1977,Вторичка,1 балкон,Наземная,-1,30 м²,7 м²,"2,7 м",Большевистская ,2.0,0
Яхрома,1,5,2,43.7,5000000,1974,Вторичка,-1,-1,-1,24 м²,6 м²,-1, Ленина,37.0,0
Яхрома,5,5,2,43.0,4100000,1977,Вторичка,1 балкон,Наземная,-1,28 м²,6 м²,-1,Большевистская ,2.0,0
Яхрома,3,9,2,53.0,6100000,2013,Вторичка,1 балкон,Наземная,-1,22 м²,20 м²,3 м, Бусалова,17.0,На Бусалова
Яхрома,2,5,2,63.0,6150000,-1,Вторичка,2 лоджии,-1,-1,32 м²,9 м²,-1, Бусалова,10.0,На Бусалова
Яхрома,5,5,2,44.2,4190000,Напишите автору,Вторичка,-1,-1,-1,"31,2 м²","7,1 м²",-1, Ленина,32.0,0
Яхрома,2,5,2,54.8,4400000,2022,Вторичка,1 лоджия,Наземная,-1,"32,5 м²",9 м²,"2,5 м",0,0,0
Яхрома,4,5,2,44.0,5100000,-1,Вторичка,-1,-1,-1,"16,6 м²",7 м²,-1,Большевистская ,22.0,0
Яхрома,1,3,-1,65.6,3300000,1929,Вторичка,-1,Наземная,-1,"50,8 м²","8,2 м²","2,7 м", Бусалова,14.0,0
Яхрома,1,2,2,41.0,4400000,1969,Вторичка,-1,Наземная,-1,25 м²,6 м²,-1,Шлюзовой переулок,3.0,0
Яхрома,2,2,2,37.0,3950000,1959,Вторичка,-1,Наземная,-1,22 м²,5 м²,"2,7 м", Бусалова,0,0
Яхрома,1,5,2,44.0,4700000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Ленина,35.0,0
Яхрома,8,9,2,45.0,4400000,1977,Вторичка,1 балкон,Наземная,-1,34 м²,"6,5 м²","2,65 м", Космонавтов,31.0,0
Яхрома,1,4,1,41.4,3600000,-1,Вторичка,1 балкон,-1,-1,"17,7 м²","12,8 м²",-1,Рогачевская ,35.0,0
Яхрома,9,9,2,44.0,4400000,1978,Вторичка,1 лоджия,-1,-1,-1,6 м²,-1,Инженерная ,27.0,0
Яхрома,3,5,2,475.0,4799000,1977,Вторичка,1 балкон,Наземная,-1,33 м²,7 м²,-1,0,0,0
Воскресенск,4,5,1,35.2,3590400,2024,Новостройка,-1,-1,-1,-1,-1,3 м, Ломоносова,113,Дом+
Воскресенск,2,5,1,31.0,3300000,-1,Вторичка,1 балкон,Наземная,-1,18 м²,6 м²,"2,6 м", Победы,15,0
Воскресенск,1,5,1,32.3,2000000,-1,Вторичка,-1,-1,-1,20 м²,7 м²,-1, Калинина,57,0
Воскресенск,4,5,1,34.3,4116000,2024,Новостройка,-1,-1,-1,-1,-1,3 м, Ломоносова,113,Дом+
Воскресенск,5,5,1,32.0,2600000,-1,Вторичка,1 балкон,Наземная,-1,18 м²,6 м²,"2,6 м", Новлянская,8Б,0
Воскресенск,1,5,1,30.4,2300000,1972,Вторичка,-1,Наземная,-1,18 м²,6 м²,-1, Спартака,22,0
Воскресенск,4,5,1,47.2,4720000,2024,Новостройка,-1,-1,-1,-1,-1,3 м, Ломоносова,113,Дом+
Воскресенск,1,3,1,38.0,3100000,-1,Вторичка,1 балкон,Наземная,-1,18 м²,8 м²,"2,6 м", 8 Марта,12,0
Воскресенск,6,14,1,39.0,4100000,-1,Вторичка,2 лоджии,Наземная,-1,20 м²,10 м²,"2,7 м", Ломоносова,119к1,Москворецкий
Воскресенск,1,5,1,43.4,4383400,2024,Новостройка,-1,-1,-1,-1,-1,3 м, Ломоносова,113,Дом+
Воскресенск,2,5,1,32.0,3300000,1968,Вторичка,1 балкон,Наземная,-1,18 м²,6 м²,"2,48 м", Комсомольская,11,0
Воскресенск,3,5,1,30.5,3400000,-1,Вторичка,-1,-1,-1,18 м²,6 м²,-1, Менделеева,9А,0
Воскресенск,3,5,1,16.6,1700000,-1,Вторичка,-1,-1,-1,"8,6 м²",3 м²,-1, Комсомольская,17,0
Воскресенск,5,5,1,33.1,3600000,-1,Вторичка,1 балкон,-1,-1,18 м²,8 м²,-1, Спартака,20,0
Талдом,2,5,1,29.0,3250000,-1,Вторичка,1 балкон,-1,-1,15 м²,6 м²,-1,0,0,0
Талдом,3,3,1,38.0,3420000,-1,Вторичка,-1,Наземная,-1,20 м²,10 м²,-1, Новая,0,0
Талдом,1,2,1,23.0,830000,-1,Вторичка,-1,-1,-1,-1,6 м²,-1, Кустарная,0,0
Талдом,2,3,1,34.0,3450000,2017,Вторичка,1 балкон,-1,-1,11 м²,"10,5 м²","2,8 м", Новая,12,0
Талдом,4,5,1,39.0,3670000,1988,Вторичка,1 балкон,-1,-1,17 м²,7 м²,"2,7 м", Мичурина,5,0
Талдом,4,5,1,30.0,2400000,1968,Вторичка,1 балкон,Наземная,-1,17 м²,7 м²,-1,0,0,0
Талдом,2,5,1,38.5,3500000,1989,Вторичка,1 балкон,Наземная,-1,18 м²,"7,5 м²",-1,0,0,0
Талдом,5,5,1,39.4,3300000,1985,Вторичка,1 балкон,Наземная,-1,"18,7 м²","7,5 м²",-1,0,0,0
Талдом,1,5,1,29.2,2850000,1981,Вторичка,-1,Наземная,-1,"15,2 м²","6,7 м²","2,7 м",0,0,0
Талдом,5,5,1,29.0,2850000,1969,Вторичка,1 балкон,-1,-1,17 м²,6 м²,"2,5 м", Шишунова,7,0
Талдом,3,5,1,34.0,3500000,-1,Вторичка,1 балкон,Наземная,-1,-1,6 м²,"2,8 м",0,0,0
Талдом,4,5,1,30.0,3500000,1973,Вторичка,1 балкон,-1,-1,"16,4 м²","7,5 м²","2,8 м",0,0,0
Талдом,1,3,-1,33.6,2399000,2011,Вторичка,-1,Наземная,-1,-1,18 м²,-1, Веретенникова,12,0
Талдом,5,9,-1,17.0,1380000,1966,Вторичка,1 балкон,-1,-1,-1,-1,-1,Московская ,5,0
Талдом,2,2,2,60.0,3000000,1952,Вторичка,-1,Наземная,-1,35 м²,7 м²,3 м,переулок Мира,3,0
Талдом,3,3,2,66.8,4500000,2015,Вторичка,-1,Наземная,-1,"21,2 м²","25,6 м²",-1, Шоссейная,8Б/2,0
Талдом,2,5,1,29.3,1700000,-1,Вторичка,1 балкон,Наземная,-1,"15,2 м²","6,4 м²",-1,0,0,0
Талдом,3,5,-1,48.1,1400000,-1,Вторичка,1 балкон,-1,-1,"31,4 м²","6,2 м²",-1,Комсомольская ,25,0
Талдом,11,13,1,28.2,2700000,2023,Вторичка,1 балкон,Подземная,-1,16 м²,5 м²,"2,8 м", Пятиречье,1,Пятиречье
Талдом,4,5,2,45.0,3600000,-1,Вторичка,-1,-1,-1,30 м²,7 м²,-1, Карла Маркса,6,0
Талдом,1,3,2,57.0,4100000,-1,Вторичка,1 лоджия,Наземная,-1,20 м²,8 м²,-1, Водников,2/1,0
Талдом,1,4,1,33.6,2100000,1975,Вторичка,1 балкон,Наземная,-1,18 м²,6 м²,-1,0,0,0
Талдом,5,5,2,30.0,1990000,-1,Вторичка,-1,Наземная,-1,"16,6 м²",10 м²,-1,0,0,0
Талдом,4,5,1,28.5,2700000,1973,Вторичка,1 балкон,-1,-1,-1,-1,-1, Забырина,17,0
Талдом,2,3,2,47.7,2970000,1930,Вторичка,-1,Наземная,-1,"29,7 м²",13 м²,"2,6 м", Дзержинского,4,0
Руза,5,9,1,32.7,4100000,1985,Вторичка,1 лоджия,Наземная,-1,16 м²,7 м²,-1,Федеративная ,12,0
Руза,5,7,1,50.4,5200000,2023,Вторичка,1 лоджия,Наземная,-1,"20,9 м²",-1,"2,55 м", Вишневая,8,Северное Сияние
Руза,4,5,1,31.0,3750000,1981,Вторичка,1 балкон,Наземная,-1,"17,1 м²","6,1 м²","2,55 м",Социалистическая ,59,0
Руза,9,9,1,32.1,3800000,1989,Вторичка,1 балкон,-1,-1,"15,9 м²","7,2 м²",-1, Солнцева,22,0
Руза,8,10,1,50.8,4300000,2020,Вторичка,2 балкона,Наземная,-1,21 м²,15 м²,-1, Вишневая,7,Северное Сияние
Руза,1,5,1,35.4,4400000,1993,Вторичка,1 лоджия,Наземная,-1,"17,5 м²","7,5 м²","2,5 м",Федеративная ,11,0
Руза,3,3,1,34.5,4800000,2016,Вторичка,-1,Наземная,-1,"19,3 м²","10,2 м²",-1,Прирецкая ,34,0
Руза,1,5,1,36.0,4899000,-1,Вторичка,1 лоджия,-1,-1,-1,"7,5 м²",-1,Федеративная ,11,0
Руза,5,5,1,40.2,4150000,-1,Вторичка,1 балкон,Наземная,-1,"9,9 м²","12,7 м²","2,5 м", Вишневая,2,Северное Сияние
Руза,3,9,1,33.5,4870000,1987,Вторичка,1 балкон,Подземная,-1,"17,7 м²","6,4 м²",-1,Федеративная ,4,0
Руза,1,6,1,39.0,3999999,-1,Вторичка,-1,-1,-1,-1,-1,-1,Революционная ,18,0
Руза,7,7,1,50.0,3800000,2023,Новостройка,2 балкона,-1,-1,-1,-1,-1, Вишневая,11,Северное Сияние
Руза,3,5,1,31.0,3900000,1975,Вторичка,1 балкон,-1,-1,"16,5 м²",6 м²,"2,5 м",0,0,0
Руза,2,5,1,37.3,4400000,1989,Вторичка,1 балкон,Наземная,-1,19 м²,"9,7 м²","2,6 м", Гладышева,3А,0
Руза,1,1,1,29.0,4500000,-1,Вторичка,-1,Наземная,-1,16 м²,5 м²,-1,Почтовая ,2/2,0
Руза,2,5,1,33.3,5100000,1984,Вторичка,1 балкон,Наземная,-1,-1,6 м²,"2,5 м",Революционная ,26,0
Руза,2,11,1,46.0,7100000,2015,Вторичка,1 лоджия,Наземная,-1,"15,5 м²","15,2 м²","2,7 м",Федеративная ,13,0
Руза,8,9,1,41.3,7200000,2015,Вторичка,1 балкон,Наземная,-1,-1,15 м²,4 м,Федеративная ,15,Федеративный
Руза,5,6,2,49.0,4500000,-1,Вторичка,1 балкон,-1,-1,"30,3 м²","8,6 м²","2,55 м",0,0,0
Руза,4,9,2,50.8,5499999,2023,Вторичка,1 лоджия,Наземная,-1,25 м²,7 м²,"2,85 м", Москворецкая,2к1,Москворецкий
Руза,5,9,2,66.0,7450000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Москворецкая,вл2к4,Москворецкий
Руза,4,4,1,30.0,3850000,Напишите автору,Вторичка,1 лоджия,Наземная,-1,18 м²,9 м²,"2,7 м",0,0,Дружный
Руза,4,7,1,37.2,3550000,2023,Вторичка,1 лоджия,Наземная,-1,"25,3 м²","7,6 м²",-1, Москворецкая,2к1,Москворецкий
Реутов,15,25,1,27.0,7200000,2013,Вторичка,1 лоджия,Наземная,-1,16 м²,6 м²,"2,8 м",Юбилейный проспект,72,Новокосино-2
Реутов,16,17,1,39.4,11500000,2012,Вторичка,1 лоджия,Наземная,-1,"18,9 м²","9,8 м²","2,67 м", Имени Академика В.Н. Челомея,9,Новокосино-2
Реутов,5,9,1,34.0,7600000,1970,Вторичка,1 балкон,-1,-1,20 м²,"6,5 м²","2,6 м", Калинина,10,0
Реутов,16,16,1,34.5,8500000,-1,Вторичка,1 лоджия,Наземная,-1,"19,5 м²","9,6 м²",-1, Дзержинского,4к3,0
Реутов,23,25,1,29.0,6500000,-1,Вторичка,1 лоджия,-1,-1,"15,9 м²",3 м²,"2,8 м",Юбилейный проспект,45,Юбилейный
Реутов,20,25,1,55.7,12700000,2016,Вторичка,1 лоджия,Подземная,-1,12 м²,21 м²,"3,2 м", Реутовских ополченцев,4,Мкр. 6А
Реутов,17,25,1,44.0,11950000,2015,Вторичка,1 лоджия,Наземная,-1,20 м²,11 м²,-1,Юбилейный проспект,61,Новокосино-2
Реутов,22,25,1,43.0,10800000,2018,Вторичка,1 балкон,Наземная,-1,20 м²,10 м²,"2,75 м", Октября,44,Новокосино-2
Реутов,10,14,1,40.0,9700000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Победы,22к1,0
Реутов,9,17,1,42.4,12500000,2005,Вторичка,1 лоджия,Наземная,-1,"29,1 м²","10,8 м²","2,5 м", Гагарина,38,0
Реутов,4,20,1,38.35,8487000,2024,Новостройка,-1,-1,-1,-1,-1,"2,8 м",проспект Мира,22,Самоцветы мира
Реутов,16,25,1,40.0,10500000,2012,Вторичка,1 лоджия,Наземная,-1,18 м²,9 м²,"2,7 м",Носовихинское шоссе,43,Новокосино-2
Реутов,13,17,1,35.0,7699000,-1,Вторичка,1 лоджия,-1,-1,20 м²,5 м²,"2,7 м",Юбилейный проспект,63,Новокосино-2
Реутов,14,20,1,38.85,8597000,2024,Новостройка,-1,-1,-1,-1,-1,"2,8 м",проспект Мира,22,Самоцветы мира
Реутов,6,9,1,21.1,5500000,1975,Вторичка,-1,Наземная,-1,13 м²,"3,2 м²","2,64 м", Победы,30,0
Краснозаводск,9,9,1,37.0,2800000,-1,Вторичка,-1,-1,-1,-1,-1,-1, 50 лет Октября,3,0
Краснозаводск,3,5,1,30.6,2800000,1976,Вторичка,1 балкон,Наземная,-1,"16,7 м²","6,2 м²",-1,Новая ,7,0
Краснозаводск,3,5,1,29.4,3150000,1971,Вторичка,1 балкон,-1,-1,"16,2 м²","6,3 м²",-1,Театральная ,16,0
Краснозаводск,2,5,1,33.2,3550000,1980,Вторичка,1 лоджия,Наземная,-1,"17,8 м²","7,4 м²","2,6 м",1 Мая ,35А,0
Краснозаводск,2,2,1,29.6,2699000,-1,Вторичка,-1,Наземная,-1,"18,1 м²","5,2 м²",-1,1 Мая ,11,0
Краснозаводск,1,5,1,53.3,3400000,1975,Вторичка,-1,Наземная,-1,25 м²,"9,5 м²","2,6 м",Театральная ,10,0
Краснозаводск,3,9,1,38.0,3300000,-1,Вторичка,1 балкон,Наземная,-1,19 м²,8 м²,-1, 50 лет Октября,3,0
Краснозаводск,3,4,1,35.5,2800000,1958,Вторичка,-1,Наземная,-1,"18,8 м²","7,6 м²",3 м,1 Мая ,37,0
Краснозаводск,3,3,1,33.4,3850000,2018,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,-1,12 м²,"2,8 м",Театральная ,7,0
Краснозаводск,3,4,1,40.5,4550000,-1,Вторичка,1 лоджия,-1,-1,18 м²,12 м²,-1,1 Мая ,10б,0
Краснозаводск,4,5,2,43.4,2750000,1976,Вторичка,1 балкон,Наземная,-1,"27,9 м²","5,7 м²","2,5 м", Первомайская,19,0
Краснозаводск,3,5,1,29.5,3500000,1975,Вторичка,1 балкон,-1,-1,"17,6 м²",6 м²,-1,Центральная ,4а,0
Краснозаводск,1,3,2,52.3,2877840,2014,Вторичка,-1,-1,-1,-1,8 м²,3 м,Фестивальная ,2а,0
Краснозаводск,3,5,1,39.0,2250000,1987,Вторичка,1 лоджия,Наземная,-1,18 м²,"7,3 м²",-1,0,0,0
Краснозаводск,1,1,3,54.1,2000000,1972,Вторичка,-1,-1,-1,"26,7 м²",-1,-1, Центральная,20,0
Краснозаводск,1,5,2,44.0,2200000,-1,Вторичка,-1,Наземная,-1,-1,-1,-1,0,0,0
Краснозаводск,3,3,2,36.0,2600000,1977,Вторичка,1 балкон,-1,-1,-1,"6,1 м²",-1,0,0,0
Краснозаводск,6,9,-1,17.8,1990000,-1,Вторичка,-1,-1,-1,-1,-1,-1, Энгельса,3,0
Краснозаводск,4,5,2,55.5,2900000,-1,Вторичка,1 лоджия,Наземная,-1,32 м²,7 м²,-1,0,0,0
Краснозаводск,10,17,1,28.0,3000000,2023,Вторичка,1 лоджия,Наземная,-1,18 м²,7 м²,"2,8 м", Новая Жизнь,8,Новая жизнь
Краснозаводск,4,5,1,36.0,2990000,1972,Вторичка,-1,Наземная,-1,25 м²,3 м²,"2,5 м", Лепешкина,2Ак1,0
Краснозаводск,4,5,1,28.5,2700000,1973,Вторичка,1 балкон,-1,-1,-1,-1,-1, Забырина,17,0
Краснозаводск,4,5,1,44.2,3100000,1988,Вторичка,-1,-1,-1,29 м²,8 м²,-1,Октябрьская ,8А,0
Краснозаводск,2,2,2,48.8,2900000,1958,Вторичка,-1,-1,-1,30 м²,"6,6 м²",3 м,Первомайская ,1,0
Краснозаводск,6,9,1,34.5,3000000,-1,Вторичка,1 балкон,Наземная,-1,"20,7 м²",6 м²,"2,5 м",0,0,0
Одинцово,2,24,1,36.3,Договорённость,2025,Новостройка,-1,Подземная,"Монолитно-кирпичный, монолитный","21,8 м²",-1,"2,8 м",0,0,Одинбург
Люберцы,4,24,1,24.5,8583281,2023,Новостройка,1 балкон,Подземная,"Панельный, монолитный","9,6 м²",-1,"2,7 м", Рождественская,8,1-й Лермонтовский
Люберцы,2,4,-1,22.0,4070000,-1,Вторичка / Апартаменты,-1,Наземная,-1,19 м²,2 м²,"3,3 м",Октябрьский проспект,403,0
Люберцы,2,9,1,25.2,4950000,2018,Вторичка,-1,-1,-1,"14,2 м²",6 м²,"2,7 м", Юности,11,Люберецкий
Люберцы,15,25,1,22.1,6751550,2025,Новостройка,-1,Многоуровневая,Монолитный,"14,6 м²","2,5 м²","2,92 м",0,0,Гоголь Парк ЖК
Люберцы,3,26,1,25.7,5100000,2023,Вторичка,-1,Подземная,-1,"12,9 м²","3,6 м²",-1, Солнечная,2,Облака 2.0
Люберцы,7,25,1,24.5,5450000,2018,Вторичка,1 балкон,-1,-1,"21,6 м²",-1,"2,7 м", Юности,13к1,Люберецкий
Люберцы,25,25,1,28.6,8437000,2025,Новостройка,-1,Многоуровневая,Монолитный,"18,2 м²","5,4 м²","2,92 м",0,0,Гоголь Парк ЖК
Люберцы,5,9,1,26.8,6500000,2018,Вторичка,1 лоджия,Наземная,-1,"14,2 м²",6 м²,"2,7 м", Юности,11,Люберецкий
Люберцы,2,25,-1,25.0,5999999,2023,Вторичка / Апартаменты,-1,Подземная,-1,-1,-1,-1, Солнечная,2,Облака 2.0
Люберцы,17,17,-1,19.2,5146392,2024,Новостройка / Апартаменты,-1,Открытая,Монолитный,8 м²,"3,9 м²","2,8 м",0,к70,Люберцы 2020 ЖК
Люберцы,17,25,1,20.0,7000000,2022,Вторичка,-1,-1,-1,-1,-1,"2,84 м", Юности,2,Люберецкий
