location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex,price_per_meter
Балашиха,8,9,3,55.0,6850000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1, Свободы,1,0,124545
Балашиха,15,16,3,51.6,9097080.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев,176300
Балашиха,9,14,3,73.3,13000000.0,1998,Вторичка,1 лоджия,Наземная,-1,"45,3 м²","8,3 м²",-1, Лесные Поляны,4,Лесные поляны,177353
Балашиха,7,14,3,64.0,8700000.0,1988,Вторичка,1 балкон,-1,-1,-1,-1,"2,56 м",0,15,0,135938
Балашиха,11,17,3,61.0,10284600.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,"2,75 м",0,4-й кв-л,Героев,168600
Балашиха,5,7,3,99.0,21500000.0,2010,Вторичка,1 лоджия,Наземная,-1,-1,20 м²,3 м,Заречная ,44,0,217172
Балашиха,19,22,3,93.5,19999999.0,2013,Вторичка,1 балкон,Открытая,-1,"67,2 м²","13,3 м²","2,8 м", Некрасова,10,На Некрасова,213904
Балашиха,15,16,3,48.7,8926710.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,к408,Героев,183300
Балашиха,13,17,3,89.9,13990000.0,2012,Вторичка,1 лоджия,Наземная,-1,"48,5 м²",12 м²,-1, Лукино,55а,20 Парковая,155617
Балашиха,4,9,-1,62.3,1920000.0,1976,Вторичка,-1,Наземная,-1,"37,7 м²",6 м²,"2,64 м",Спортивная ,6,0,30819
Балашиха,5,17,3,58.4,9837480.0,2025,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный",-1,-1,-1,0,4-й кв-л,Героев,168450
Балашиха,12,25,3,84.4,13590000.0,2012,Вторичка,1 балкон,Наземная,-1,44 м²,"15,2 м²","2,74 м",бульвар Горенский,1,Новое Измайлово,161019
Балашиха,22,22,3,76.0,9800000.0,2012,Вторичка,1 лоджия,Многоуровневая,-1,43 м²,11 м²,"2,78 м", Летная,8/7,0,128947
Балашиха,7,17,3,73.6,11300000.0,-1,Вторичка,2 лоджии,Наземная,-1,"42,6 м²","12,8 м²",-1, Жилгородок,2,0,153533
Балашиха,6,9,3,64.0,7700000.0,1983,Вторичка,-1,-1,-1,-1,8 м²,"2,7 м", 40 лет Победы,13,0,120312
Балашиха,5,12,3,113.0,21000000.0,2008,Вторичка,2 лоджии,-1,-1,"62,2 м²","17,3 м²","2,8 м", Пролетарская,7,0,185841
Балашиха,4,10,3,59.9,8800000.0,1900,Вторичка,1 лоджия,Наземная,-1,42 м²,9 м²,-1, Советская,34,0,146912
Балашиха,2,5,3,55.4,6500000.0,1979,Вторичка,2 балкона,Наземная,-1,"41,4 м²","5,7 м²","2,6 м", Луговая,8,0,117329
Балашиха,5,20,3,72.8,12350000.0,2013,Вторичка,1 лоджия,Наземная,-1,46 м²,"11,8 м²","2,8 м", Центральная,43,0,169643
Балашиха,2,17,3,71.0,10950000.0,2004,Вторичка,1 лоджия,Наземная,-1,42 м²,10 м²,"2,8 м", Граничная,12,0,154225
Балашиха,5,10,3,86.7,10000000.0,2005,Вторичка,1 балкон,Наземная,-1,49 м²,"12,2 м²","2,7 м", Детская,9,0,115340
Балашиха,1,9,3,73.7,11990000.0,1977,Вторичка,1 лоджия,Наземная,-1,"50,4 м²","8,8 м²","2,55 м", Советская,10,0,162687
Балашиха,3,5,3,60.0,7000000.0,1960,Вторичка,-1,Наземная,-1,"43,5 м²",6 м²,-1, Белякова,12,0,116667
Балашиха,4,5,3,93.5,13900000.0,1960,Вторичка,1 балкон,Наземная,-1,55 м²,8 м²,"3,1 м",Советская ,12,0,148663
Балашиха,2,17,3,93.6,10800000.0,-1,Вторичка,1 лоджия,Открытая,-1,"52,4 м²","17,4 м²","2,8 м", Троицкая,2,Новое Павлино,115385
Балашиха,18,22,3,87.3,19000000.0,-1,Вторичка,2 лоджии,-1,-1,-1,"13,3 м²",-1, Некрасова,8,0,217640
Балашиха,5,5,3,61.0,6500000.0,-1,Вторичка,-1,-1,-1,-1,"6,5 м²",-1,шоссе Энтузиастов,65,0,106557
Балашиха,5,19,3,81.5,10600000.0,2015,Вторичка,2 лоджии,Наземная,-1,50 м²,10 м²,"2,8 м", Троицкая,5,Новое Павлино,130061
Балашиха,3,17,3,73.4,12500000.0,-1,Вторичка,2 лоджии,Открытая,-1,48 м²,"13,5 м²","2,7 м", Ситникова,4,Новогиреевский,170300
Балашиха,4,4,3,102.9,16300000.0,2016,Вторичка,1 лоджия,Наземная,-1,"57,2 м²","36,2 м²","3,2 м", Соловьева,5к1,Леоновский парк,158406
Балашиха,3,18,3,64.2,8600000.0,2016,Вторичка,2 балкона,Наземная,-1,42 м²,"13,1 м²","2,7 м",0,31,0,133956
Балашиха,4,16,3,114.0,18900000.0,-1,Вторичка,1 лоджия,Наземная,-1,65 м²,13 м²,"2,8 м", Юбилейная,4к5,0,165789
Балашиха,5,17,3,80.5,10300000.0,-1,Вторичка,1 лоджия,-1,-1,"49,1 м²",11 м²,-1, Третьяка,1,0,127950
Балашиха,4,17,3,84.6,11900000.0,2007,Вторичка,2 балкона,-1,-1,"58,3 м²",13 м²,"2,74 м",0,31,Микрорайон ,140662
Балашиха,2,9,3,63.0,9200000.0,1991,Вторичка,2 балкона,Наземная,-1,-1,14 м²,-1,Заречная ,9,0,146032
Балашиха,8,9,3,62.6,8800000.0,1978,Вторичка,1 лоджия,Наземная,-1,"38,9 м²","6,7 м²","2,6 м", Твардовского,15,0,140575
Балашиха,7,17,3,75.0,12000000.0,2007,Вторичка,-1,-1,-1,-1,-1,3 м, Твардовского,26,0,160000
Балашиха,13,15,3,84.9,16000000.0,2020,Вторичка,-1,Многоуровневая,-1,"42,1 м²","18,8 м²","2,7 м", Реутовская,12,Измайловский лес,188457
Балашиха,15,17,3,100.0,27000000.0,2013,Вторичка,1 лоджия,Подземная,-1,60 м²,20 м²,"2,8 м",проспект Ленина,32в,Акварели,270000
Балашиха,6,14,3,63.5,9000000.0,1975,Вторичка,2 лоджии,Открытая,-1,43 м²,"9,3 м²","2,65 м", Юбилейная,1А,0,141732
Балашиха,9,17,3,87.0,15499126.0,2013,Вторичка,-1,Подземная,-1,-1,10 м²,3 м,проспект Ленина,32г,Акварели,178151
Балашиха,3,5,3,56.0,6590000.0,1962,Вторичка,1 балкон,Наземная,-1,43 м²,8 м²,-1,проспект Ленина,66,0,117679
Балашиха,6,9,3,63.0,8400000.0,1986,Вторичка,1 лоджия,Наземная,-1,33 м²,"8,5 м²",-1,Солнечная ,12,0,133333
Балашиха,13,25,3,82.2,12500000.0,2013,Вторичка,1 балкон,Наземная,-1,58 м²,"14,5 м²","2,7 м", Демин луг,2,Новое Измайлово,152068
Балашиха,3,17,3,76.7,13500000.0,2007,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,"45,3 м²","12,8 м²","2,74 м",0,31,Микрорайон ,176010
Балашиха,3,5,3,73.0,13899000.0,2018,Вторичка,-1,Наземная,-1,30 м²,35 м²,3 м, Черняховского,32,0,190397
Балашиха,16,20,3,70.0,10700000.0,2015,Вторичка,-1,Наземная,-1,39 м²,12 м²,"2,8 м", Шестая,15,Ольгино Парк,152857
Балашиха,3,22,3,73.0,9900000.0,2025,Новостройка,-1,-1,-1,39 м²,13 м²,-1,0,к6,Новоград Павлино,135616
Балашиха,4,17,3,84.0,13500000.0,2007,Вторичка,2 лоджии,-1,-1,55 м²,10 м²,-1,0,31,Микрорайон ,160714
Балашиха,1,3,3,54.8,5999000.0,1961,Вторичка,-1,-1,-1,"37,4 м²",7 м²,"2,8 м", Главная,15А,0,109471
Балашиха,2,9,3,90.8,16600000.0,-1,Вторичка,1 лоджия,-1,-1,"55,9 м²","11,7 м²",-1, Колхозная,12к2,0,182819
Балашиха,5,15,3,77.5,10500000.0,2023,Вторичка,4 лоджии,Наземная,-1,47 м²,"14,2 м²","2,8 м",Балашихинское шоссе,8к2,0,135484
Балашиха,3,9,3,55.9,7200000.0,-1,Вторичка,1 балкон,-1,-1,"33,9 м²","6,5 м²",-1, Твардовского,5,0,128801
Балашиха,1,17,3,82.0,11900000.0,2005,Вторичка,2 лоджии,Наземная,-1,"54,2 м²",10 м²,"2,74 м", Твардовского,22,0,145122
Балашиха,2,22,3,87.7,10000000.0,2021,Вторичка,1 лоджия,Наземная,-1,-1,20 м²,"2,8 м",шоссе Косинское,6,Новоград Павлино,114025
Балашиха,1,9,3,62.4,7750000.0,-1,Вторичка,1 лоджия,Наземная,-1,"38,6 м²",9 м²,-1,Звездная ,2,0,124199
Балашиха,1,10,3,82.1,10200000.0,-1,Вторичка,1 лоджия,-1,-1,51 м²,12 м²,-1, Детская,11к1,0,124239
Балашиха,10,14,3,63.7,10200000.0,1992,Вторичка,1 балкон,Наземная,-1,"40,4 м²","7,8 м²","2,85 м",0,1,0,160126
Балашиха,5,18,3,75.0,10200000.0,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,48 м²,12 м²,-1, Летная,1,0,136000
Балашиха,14,17,3,83.7,10200000.0,2014,Вторичка,"1 лоджия, 1 балкон",-1,-1,"48,3 м²","10,7 м²",-1, Брагина,3,Леоновский парк,121864
Балашиха,4,17,3,60.0,10150000.0,2020,Вторичка,-1,-1,-1,28 м²,18 м²,"2,8 м", Корнилаева,1,0,169167
Балашиха,7,17,3,72.0,10300000.0,2011,Вторичка,1 лоджия,-1,-1,"42,9 м²","11,4 м²","2,7 м", Колдунова,10,0,143056
Балашиха,8,25,3,105.4,10500000.0,2019,Вторичка,2 лоджии,Наземная,-1,-1,20 м²,"2,8 м", Соловьева,2,Леоновский парк,99620
Балашиха,5,5,3,75.4,10500000.0,-1,Вторичка,2 балкона,Наземная,-1,51 м²,"8,5 м²","3,2 м",шоссе Энтузиастов,7/1,0,139257
Балашиха,3,17,3,78.0,10450000.0,-1,Вторичка,1 лоджия,Наземная,-1,48 м²,10 м²,-1, Кожедуба,6,0,133974
Балашиха,5,15,3,72.9,10500000.0,2023,Вторичка,4 лоджии,-1,-1,47 м²,"14,2 м²","2,7 м",Балашихинское шоссе,8к2,0,144033
Балашиха,2,3,3,94.0,10500000.0,-1,Вторичка,2 балкона,-1,-1,"56,5 м²",14 м²,-1, Черняховского,20,0,111702
Балашиха,13,15,3,77.2,10500000.0,2023,Вторичка,4 лоджии,Наземная,-1,47 м²,"15,2 м²","2,75 м",Балашихинское шоссе,8к2,0,136010
Балашиха,11,25,3,78.0,10500000.0,Позвоните автору,Вторичка,-1,-1,-1,48 м²,12 м²,-1,Балашихинское шоссе,10,Лесной городок,134615
Балашиха,20,22,3,67.0,10600000.0,2018,Вторичка,1 балкон,Открытая,-1,42 м²,20 м²,"2,8 м", Бояринова,11,Новоград Павлино,158209
Балашиха,6,17,3,73.7,10600000.0,2005,Вторичка,1 лоджия,Наземная,-1,"42,9 м²",12 м²,"2,7 м",0,13,0,143826
Балашиха,13,21,3,72.0,10600000.0,2015,Вторичка,1 лоджия,-1,-1,-1,"11,5 м²","2,8 м", Дмитриева,26,Алексеевская роща,147222
Балашиха,22,22,3,79.4,10700000.0,2012,Вторичка,2 лоджии,-1,-1,42 м²,11 м²,"2,78 м", Летная,5/5,0,134761
Балашиха,13,17,3,76.2,10700000.0,2005,Вторичка,2 лоджии,Наземная,-1,"52,3 м²","10,7 м²","2,74 м", Твардовского,18,0,140420
Балашиха,7,14,3,72.0,10650000.0,2011,Вторичка,1 лоджия,Открытая,-1,"42,9 м²","11,4 м²","2,7 м", Колдунова,10,0,147917
Балашиха,17,25,3,73.6,10800000.0,2014,Вторичка,1 лоджия,-1,-1,"48,2 м²","9,9 м²","2,7 м", Дмитриева,8,Алексеевская роща,146739
Балашиха,2,3,3,98.0,10750000.0,2023,Вторичка,"1 лоджия, 1 балкон",-1,-1,60 м²,15 м²,-1, Черняховского,20,0,109694
Балашиха,7,17,3,78.2,10750000.0,2006,Вторичка,2 лоджии,Наземная,-1,45 м²,10 м²,"2,7 м", Свердлова,38,0,137468
Балашиха,12,25,3,81.7,12650000.0,2012,Вторичка,1 балкон,-1,-1,"46,1 м²","10,7 м²",-1,Заречная ,17,Весна,154835
Балашиха,1,4,3,66.0,7500000.0,1959,Вторичка,-1,Наземная,-1,54 м²,7 м²,"2,5 м", Карла Маркса,14,0,113636
Балашиха,3,5,3,57.8,7900000.0,1966,Вторичка,1 балкон,Наземная,-1,38 м²,8 м²,"2,64 м", Победы,8,0,136678
Балашиха,4,5,3,59.6,8500000.0,1972,Вторичка,1 балкон,Наземная,-1,"42,4 м²",6 м²,-1,0,6,0,142617
Балашиха,2,18,3,88.0,11700000.0,2021,Вторичка,1 балкон,-1,-1,58 м²,12 м²,"2,8 м",шоссе Косинское,10,Новоград Павлино,132955
Балашиха,4,4,3,82.0,13700000.0,2011,Вторичка,-1,-1,-1,70 м²,2 м²,-1, Черняховского,18,0,167073
Балашиха,2,5,3,52.0,6900000.0,1969,Вторичка,-1,-1,-1,-1,6 м²,-1, Гагарина,6,0,132692
Балашиха,5,14,3,80.8,13700000.0,-1,Вторичка,2 лоджии,Открытая,-1,45 м²,12 м²,"2,75 м", Юбилейная,8к1,0,169554
Балашиха,12,27,3,87.6,13990000.0,2015,Вторичка,1 лоджия,Наземная,-1,"25,8 м²",30 м²,"2,5 м",проспект Ленина,82к2,Жемчужина Виктории,159703
Балашиха,12,17,3,78.1,11100000.0,2011,Вторичка,1 лоджия,-1,-1,"48,7 м²","9,4 м²",-1, Колдунова,10,0,142125
Балашиха,15,17,3,76.0,16100000.0,2006,Вторичка,3 лоджии,Наземная,-1,52 м²,13 м²,"2,74 м",0,35,0,211842
Балашиха,4,19,3,107.0,10990000.0,2013,Вторичка,1 лоджия,Наземная,-1,"56,1 м²","13,7 м²","2,8 м", Лукино,55а,20 Парковая,102710
Балашиха,15,17,3,79.0,12200000.0,2015,Вторичка,3 лоджии,Наземная,-1,43 м²,11 м²,-1,0,7,0,154430
Балашиха,1,2,3,276.9,29999999.0,1991,Вторичка,-1,-1,-1,62 м²,"30,7 м²","2,95 м", Чаплыгина,1,0,108342
Балашиха,19,22,3,75.0,9800000.0,2012,Вторичка,1 лоджия,-1,-1,42 м²,"10,5 м²","2,78 м", Летная,8/7,0,130667
Балашиха,1,17,3,67.8,9300000.0,-1,Вторичка / Апартаменты,-1,-1,-1,"45,3 м²",8 м²,-1, Корнилаева,28,0,137168
Балашиха,14,17,3,80.9,12100000.0,2016,Вторичка,"1 лоджия, 1 балкон",Открытая,-1,48 м²,14 м²,"2,7 м",проспект Героев,5,0,149567
Балашиха,3,25,3,86.5,12500000.0,2015,Вторичка,-1,Наземная,-1,"45,5 м²",15 м²,-1, Твардовского,42,Южная звезда,144509
Балашиха,13,15,3,73.6,11300000.0,1999,Вторичка,3 лоджии,Наземная,-1,"40,7 м²","8,4 м²","1,65 м", Октябрьская,25к3,0,153533
Балашиха,12,16,3,105.6,14990000.0,2002,Вторичка,-1,-1,-1,63 м²,13 м²,-1,Спортивная ,7,0,141951
Балашиха,12,25,3,81.7,12650000.0,2012,Вторичка,1 лоджия,-1,-1,"46,1 м²","10,7 м²",-1,Заречная ,17,Весна,154835
Балашиха,4,9,3,60.7,8100000.0,1978,Вторичка,1 лоджия,-1,-1,"38,4 м²","8,4 м²","2,6 м", Новая,36,0,133443
Балашиха,5,9,3,95.5,12000000.0,2011,Вторичка,2 лоджии,Открытая,-1,"50,5 м²",15 м²,"2,8 м", Ситникова,6,Новое Измайлово,125654
Балашиха,7,9,3,67.3,9990000.0,1987,Вторичка,1 лоджия,Наземная,-1,44 м²,7 м²,"2,5 м",0,9,0,148440
Балашиха,1,5,3,56.7,7000000.0,1968,Вторичка,-1,-1,-1,38 м²,6 м²,"2,7 м", Пионерская,24,0,123457
Балашиха,16,22,3,97.0,13250000.0,2014,Вторичка,-1,Подземная,-1,37 м²,27 м²,3 м, Чистопольская,30,Эдельвейс-Комфорт,136598
Балашиха,10,17,3,75.0,12200000.0,1995,Вторичка,1 балкон,Наземная,-1,47 м²,11 м²,"2,7 м", Центральная,35,0,162667
Балашиха,3,9,3,66.0,8900000.0,1971,Вторичка,2 лоджии,Наземная,-1,44 м²,7 м²,-1,Северный проезд,7,0,134848
Балашиха,12,17,3,76.4,8616000.0,2015,Вторичка,1 лоджия,Наземная,-1,44 м²,"10,7 м²",-1, Лесопарковая,18,0,112775
Балашиха,9,25,3,67.3,13499999.0,2020,Вторичка,-1,Наземная,-1,36 м²,15 м²,"2,66 м", Реутовская,11,Измайловский лес,200594
Балашиха,12,14,3,64.3,10000000.0,-1,Вторичка,1 балкон,-1,-1,"39,4 м²",8 м²,"2,8 м",0,5,0,155521
Балашиха,10,26,3,77.5,11650000.0,2013,Вторичка,1 лоджия,-1,-1,"41,3 м²","16,5 м²","2,8 м",Балашихинское шоссе,12,Лесной городок,150323
Балашиха,4,17,3,97.6,12000000.0,2009,Вторичка,2 лоджии,Наземная,-1,"52,7 м²","12,6 м²","2,7 м", 40 лет Победы,33,"Балашиха, мкр. 22",122951
Балашиха,9,9,3,65.4,7990000.0,1975,Вторичка,1 балкон,Наземная,-1,42 м²,"7,9 м²","2,5 м",шоссе Энтузиастов,68,0,122171
Балашиха,1,5,3,62.7,8499000.0,1976,Вторичка,-1,Наземная,-1,"43,1 м²","9,3 м²","2,5 м", Молодежная,3,0,135550
Балашиха,6,14,3,82.0,12400000.0,2006,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,48 м²,12 м²,"2,64 м", Майкла Лунна,5,0,151220
Балашиха,11,19,3,86.0,12540000.0,2013,Вторичка,1 балкон,Наземная,-1,47 м²,10 м²,"2,7 м", Смельчак,16,Северное Кучино,145814
Балашиха,3,5,3,55.0,6650000.0,1970,Вторичка,1 балкон,-1,-1,42 м²,6 м²,"2,7 м",проспект Ленина,62,0,120909
Балашиха,2,3,3,94.8,11000000.0,2023,Вторичка,2 лоджии,Наземная,-1,50 м²,10 м²,3 м, Черняховского,20,0,116034
Балашиха,5,12,3,87.0,15099000.0,2007,Вторичка,1 лоджия,Открытая,-1,64 м²,14 м²,"2,8 м", Автозаводская,4к1,0,173552
Балашиха,1,9,3,55.0,8500000.0,-1,Вторичка,1 балкон,Наземная,-1,40 м²,6 м²,"2,6 м", Почтовая,4к1,0,154545
Балашиха,2,9,3,61.9,8990000.0,1980,Вторичка,1 лоджия,-1,-1,-1,6 м²,-1, Главная,9,0,145234
Балашиха,8,9,3,62.0,7600000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1, Пионерская,23,0,122581
Балашиха,7,17,3,82.0,11200000.0,2010,Вторичка,1 балкон,-1,-1,45 м²,15 м²,-1, Речная,15,Южное Кучино,136585
Балашиха,5,17,-1,82.0,2190000.0,2010,Вторичка,2 лоджии,Наземная,-1,70 м²,10 м²,"2,7 м", Речная,11,Южное Кучино,26707
Балашиха,3,9,3,67.6,8100000.0,1986,Вторичка,1 лоджия,-1,-1,"39,8 м²","8,5 м²",-1, Адмирала Нахимова,10,0,119822
Балашиха,13,14,3,100.0,24500000.0,2013,Вторичка,-1,-1,-1,"62,5 м²",20 м²,-1,проспект Ленина,32а,0,245000
Балашиха,1,4,3,87.3,15890000.0,2011,Вторичка,-1,-1,-1,50 м²,15 м²,-1, Черняховского,18а,0,182016
Балашиха,6,14,3,63.0,9995000.0,1992,Вторичка,2 лоджии,Наземная,-1,"39,4 м²","8,4 м²",-1,0,1,0,158651
Балашиха,9,9,3,62.5,8000000.0,-1,Вторичка,1 лоджия,Наземная,-1,"37,3 м²","7,6 м²",-1,Московский бульвар,3,0,128000
Балашиха,11,18,3,77.5,13250000.0,2018,Вторичка,1 балкон,Наземная,-1,"29,3 м²","28,5 м²","2,8 м", Лукино,51Б,0,170968
Балашиха,15,15,3,87.5,14500000.0,2020,Вторичка,-1,Многоуровневая,-1,"43,2 м²","18,6 м²","2,66 м", Реутовская,11,Измайловский лес,165714
Балашиха,10,16,3,74.0,11200000.0,-1,Вторичка,1 лоджия,Наземная,-1,46 м²,14 м²,-1, Граничная,18,0,151351
Балашиха,14,27,3,97.7,14500000.0,2014,Вторичка,-1,-1,-1,"35,5 м²","30,7 м²",-1,0,29,Булганинский (Щитниковский лес),148414
Балашиха,3,4,3,102.7,11000000.0,2015,Вторичка,1 лоджия,-1,-1,54 м²,19 м²,"3,2 м", Соловьева,5к1,Леоновский парк,107108
Балашиха,11,18,3,86.2,13500000.0,2012,Вторичка,1 лоджия,Открытая,-1,"54,3 м²",18 м²,"2,8 м", Евстафьева,3,"по ул. Евстафьева, д. 1/9 (мкр. 28)",156613
Балашиха,7,23,3,84.9,11650000.0,2019,Вторичка,1 лоджия,-1,-1,"49,4 м²","11,2 м²",3 м, Чистопольская,26,Эдельвейс-Комфорт,137220
Балашиха,6,16,3,75.0,14700000.0,1988,Вторичка,1 балкон,Наземная,-1,40 м²,28 м²,"2,7 м", Пролетарская,5,0,196000
Балашиха,5,5,3,80.7,12350000.0,1960,Вторичка,-1,Наземная,-1,52 м²,10 м²,"3,1 м",Советская ,12,0,153036
Балашиха,16,16,3,97.9,11850000.0,2006,Вторичка,2 лоджии,Наземная,-1,"53,5 м²","12,6 м²","2,8 м",Трубецкая ,110,0,121042
Балашиха,4,5,3,56.4,6850000.0,1965,Вторичка,1 балкон,Наземная,-1,"41,8 м²","5,6 м²","2,5 м",шоссе Энтузиастов,19,0,121454
Балашиха,6,14,3,64.0,9000000.0,-1,Вторичка,1 лоджия,-1,-1,42 м²,10 м²,-1,Комсомольская ,19,0,140625
Балашиха,13,17,3,78.0,9800000.0,2015,Вторичка,1 балкон,Наземная,-1,"48,7 м²","9,6 м²","2,75 м", Кожедуба,10,0,125641
Балашиха,5,5,3,57.7,7500000.0,1974,Вторичка,1 балкон,-1,-1,36 м²,"6,5 м²","2,7 м", Свердлова,7,0,129983
Балашиха,16,17,3,76.0,14500000.0,2007,Вторичка,1 лоджия,Открытая,-1,46 м²,15 м²,"2,8 м",0,29,Микрорайон ,190789
Балашиха,6,17,3,85.4,12150000.0,2009,Вторичка,2 лоджии,Наземная,-1,-1,13 м²,"2,74 м", Кольцевая,4/2,Щитниково Янтарный,142272
Балашиха,10,10,3,63.0,7700000.0,-1,Вторичка,1 балкон,-1,-1,35 м²,"7,6 м²","2,7 м",Солнечная ,5,0,122222
Балашиха,3,16,3,74.9,12990000.0,-1,Вторичка,"1 лоджия, 1 балкон",Наземная,-1,"47,1 м²",12 м²,3 м, Твардовского,26,0,173431
Балашиха,4,5,3,84.6,12500000.0,1958,Вторичка,1 балкон,Наземная,-1,"55,1 м²","8,5 м²","2,6 м", Победы,2,0,147754
Балашиха,12,22,3,72.5,10900000.0,2014,Вторичка,1 лоджия,Наземная,-1,"40,2 м²","11,7 м²","2,7 м", Дмитриева,4,Алексеевская роща,150345
Балашиха,13,14,3,73.1,10900000.0,-1,Вторичка,2 лоджии,-1,-1,"44,9 м²",10 м²,"2,8 м",бульвар Молодежный,4/5,Щитниково Янтарный,149111
Балашиха,10,17,3,78.0,9700000.0,2011,Вторичка,1 лоджия,Наземная,-1,44 м²,10 м²,"2,7 м", Кожедуба,10,0,124359
Балашиха,13,25,3,84.1,12500000.0,2013,Вторичка,1 балкон,-1,-1,45 м²,9 м²,"2,5 м",Балашихинское шоссе,16,0,148633
Балашиха,2,5,-1,64.0,1800000.0,-1,Вторичка,1 балкон,-1,-1,45 м²,6 м²,-1, Юлиуса Фучика,6к4,0,28125
Балашиха,10,17,3,83.0,12450000.0,2006,Вторичка,2 лоджии,Наземная,-1,-1,10 м²,"2,74 м", Жилгородок,2,0,150000
Балашиха,8,9,3,57.7,9500000.0,1981,Вторичка,1 балкон,Наземная,-1,"38,6 м²",6 м²,"2,6 м", Свердлова,16/5,0,164645
Балашиха,3,22,3,87.0,12750000.0,-1,Вторичка,1 лоджия,-1,-1,-1,"13,9 м²",-1, Струве,3,Центр-2,146552
Балашиха,3,4,-1,78.0,2100000.0,1960,Вторичка,-1,Наземная,-1,51 м²,8 м²,"3,2 м", Белякова,3,0,26923
Балашиха,5,25,3,95.0,12300000.0,-1,Вторичка,2 лоджии,-1,-1,59 м²,12 м²,-1, Строителей,3,Новое Измайлово,129474
Балашиха,2,15,3,93.3,15900000.0,-1,Вторичка,-1,-1,-1,51 м²,"10,5 м²","2,7 м", Реутовская,14,Измайловский лес,170418
Балашиха,25,25,3,95.0,16399000.0,2011,Вторичка,2 лоджии,-1,-1,"53,5 м²","16,1 м²","2,75 м", Кольцевая,26,Щитниково Янтарный,172621
Балашиха,21,26,3,73.1,11700000.0,2013,Вторичка,1 лоджия,Многоуровневая,-1,25 м²,25 м²,"2,7 м",Балашихинское шоссе,12,Лесной городок,160055
Балашиха,5,9,-1,59.4,4350000.0,1986,Вторичка,1 балкон,Наземная,-1,40 м²,9 м²,"2,7 м",Звездная ,12,0,73232
Балашиха,1,4,3,66.0,7199000.0,1959,Вторичка,-1,-1,-1,-1,7 м²,-1, Карла Маркса,14,0,109076
Балашиха,16,18,3,69.6,13200000.0,2014,Вторичка,1 лоджия,-1,-1,-1,10 м²,"2,85 м", Рождественская,8,0,189655
Балашиха,9,22,3,56.5,8800000.0,2021,Вторичка,-1,Открытая,-1,"36,9 м²","6,6 м²","2,8 м",0,к23,Новоград Павлино,155752
Балашиха,9,9,3,62.4,11500000.0,1980,Вторичка,1 лоджия,-1,-1,41 м²,9 м²,"2,7 м", Главная,9,0,184295
Балашиха,4,9,3,129.2,20590000.0,2003,Вторичка,1 лоджия,Наземная,-1,"56,2 м²","38,6 м²","2,8 м",шоссе Саввинское,4к2,0,159365
Балашиха,11,17,3,80.2,17000000.0,2009,Вторичка,1 лоджия,-1,-1,"47,1 м²",11 м²,"2,75 м", Некрасова,4,0,211970
Балашиха,3,16,3,98.0,11950000.0,-1,Вторичка,2 лоджии,-1,-1,53 м²,"12,5 м²",-1,Трубецкая ,110,0,121939
Балашиха,6,15,3,89.3,16500000.0,2020,Вторичка,-1,Наземная,-1,"43,4 м²","20,3 м²","2,65 м", Реутовская,11,Измайловский лес,184770
Балашиха,13,17,3,88.0,18200000.0,-1,Вторичка,3 лоджии,-1,-1,44 м²,13 м²,-1,0,35,0,206818
Балашиха,4,9,3,60.0,8200000.0,1995,Вторичка,1 лоджия,Наземная,-1,38 м²,"8,5 м²",-1, Новая,36,0,136667
Балашиха,12,14,3,94.2,17199000.0,2013,Вторичка,2 лоджии,Наземная,-1,68 м²,15 м²,"2,7 м",проспект Ленина,32а,0,182580
Балашиха,17,22,3,74.0,21000000.0,2013,Вторичка,1 лоджия,Наземная,-1,40 м²,15 м²,"2,8 м",0,17,Микрорайон ,283784
Балашиха,21,21,3,83.2,11300000.0,2011,Вторичка,3 лоджии,Открытая,-1,"43,9 м²","9,8 м²","2,8 м", Граничная,38,0,135817
Балашиха,10,17,3,94.0,14000000.0,2003,Вторичка,1 лоджия,-1,-1,63 м²,18 м²,-1,Звездная ,14,0,148936
Балашиха,2,9,3,54.0,6750000.0,-1,Вторичка,-1,-1,-1,40 м²,7 м²,-1, Некрасова,15/1,0,125000
Балашиха,4,14,3,78.0,12500000.0,2011,Вторичка,1 лоджия,Наземная,-1,"48,5 м²","9,4 м²",-1, Колдунова,6,0,160256
Балашиха,2,5,3,48.2,6750000.0,1971,Вторичка,1 балкон,Наземная,-1,32 м²,6 м²,-1, Фадеева,3,0,140041
Балашиха,11,14,3,82.8,13000000.0,2010,Вторичка,2 лоджии,Наземная,-1,"52,8 м²",12 м²,"2,8 м",бульвар Молодежный,4/5,Щитниково Янтарный,157005
