location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,house_material_type,living_meters,kitchen_meters,ceiling_height,street,house_number,residential_complex,price_per_meter
Раменское,1,2,3,60.0,4400000.0,-1,Вторичка,-1,Наземная,-1,40 м²,8 м²,-1, Куйбышева,17,0,73333
Раменское,1,5,3,56.6,7000000.0,1966,Вторичка,-1,Наземная,-1,38 м²,"5,9 м²","2,6 м",Школьная ,4,0,123675
Раменское,8,18,3,84.0,12500000.0,2016,Вторичка,2 балкона,-1,-1,50 м²,18 м²,3 м,Северное шоссе,18,Раменский,148810
Раменское,2,3,3,78.02,9000000.0,2023,Вторичка,"1 лоджия, 2 балкона",Наземная,-1,"40,4 м²","14,5 м²",3 м, Березовая Роща,10,0,115355
Раменское,7,17,3,86.1,11200000.0,2009,Вторичка,4 лоджии,Подземная,-1,"53,9 м²","13,8 м²",-1,Октябрьская ,3,0,130081
Раменское,1,10,3,63.1,6300000.0,1994,Вторичка,1 лоджия,-1,-1,42 м²,"8,7 м²","2,6 м", Гурьева,1в,0,99842
Раменское,5,5,3,62.4,4900000.0,1970,Вторичка,1 балкон,Наземная,-1,45 м²,"6,3 м²","2,5 м", Серова,11,0,78526
Раменское,2,2,3,58.0,5100000.0,1975,Вторичка,-1,Наземная,-1,38 м²,"5,5 м²",-1,Южный переулок,8А,0,87931
Раменское,5,10,3,62.9,6750000.0,1988,Вторичка,1 балкон,Наземная,-1,38 м²,"7,6 м²","2,5 м", Чугунова,26,0,107313
Раменское,1,10,3,84.6,12000000.0,2006,Вторичка,2 балкона,Наземная,-1,"47,6 м²","11,5 м²",-1, Приборостроителей,7,0,141844
Раменское,10,16,3,75.0,12000000.0,2009,Вторичка,-1,Подземная,-1,45 м²,25 м²,3 м, Мира,4,Борисоглебский,160000
Яхрома,8,15,1,17.63,4562644.0,2026,Новостройка,-1,-1,Монолитно-кирпичный,7 м²,"3,5 м²",-1,0,0,Публицист ЖК,258800
Яхрома,4,5,2,47.3,6500000.0,1965,Вторичка,-1,-1,-1,"30,4 м²",6 м²,-1, Космонавтов,22,0,137421
Яхрома,4,5,1,30.0,5649000.0,1972,Вторичка,1 балкон,Наземная,-1,19 м²,6 м²,"2,5 м",Комитетская ,5,0,188300
Яхрома,6,17,1,40.0,6000000.0,2014,Вторичка,1 лоджия,Наземная,-1,"15,6 м²","9,4 м²","2,7 м",Молодежная ,14Б,0,150000
Яхрома,4,4,1,30.3,3250000.0,1962,Вторичка,-1,Наземная,-1,18 м²,6 м²,"2,5 м",Первомайская ,4а,0,107261
Яхрома,2,3,2,41.8,5499999.0,1930,Вторичка,-1,-1,-1,29 м²,6 м²,3 м,Спортивная ,3,0,131579
Яхрома,7,17,1,34.0,6300000.0,2016,Вторичка,1 лоджия,-1,-1,15 м²,10 м²,-1, Вертолетная,16к1,0,185294
Яхрома,3,3,1,26.0,3800000.0,2014,Вторичка,1 балкон,Открытая,-1,"12,6 м²","5,6 м²",-1,0,0,0,146154
Яхрома,4,4,2,42.0,5600000.0,1965,Вторичка,1 балкон,Наземная,-1,29 м²,22 м²,"2,7 м",Станционная ,35/2,0,133333
Яхрома,14,16,2,57.9,7000000.0,2009,Вторичка,1 лоджия,-1,-1,"34,1 м²","11,9 м²","2,7 м", Горького,2,0,120898
Яхрома,3,5,2,41.0,7999000.0,1968,Вторичка,1 балкон,-1,-1,27 м²,"5,7 м²",-1,Заводская ,2,0,195098
Яхрома,2,5,2,45.2,5250000.0,1966,Вторичка,1 балкон,-1,-1,"35,2 м²",5 м²,-1,шоссе Энтузиастов,37,0,116150
Яхрома,5,19,2,41.1,6650000.0,2013,Вторичка,1 лоджия,Подземная,-1,27 м²,6 м²,"2,8 м", Лучистая,1,Солнечный,161800
Яхрома,5,16,1,41.0,6300000.0,2015,Вторичка,1 балкон,-1,-1,"16,2 м²","12,2 м²",-1, Брагина,1,Леоновский парк,153659
Яхрома,10,17,1,34.4,7150000.0,-1,Вторичка,1 балкон,-1,-1,16 м²,"8,6 м²",-1, Малая Бородинская,1к1,Скандинавский,207849
Яхрома,1,4,-1,202.0,8508000.0,2024,Новостройка,-1,-1,"Монолитно-кирпичный, монолитный, кирпичный","24,4 м²",-1,"2,8 м",0,0,Одинцовские кварталы,42119
Яхрома,4,4,1,32.42,7356098.0,2025,Новостройка,-1,Наземная,Монолитно-кирпичный,"16,6 м²","8,4 м²","2,69 м",0,0,Жаворонки Клаб,226900
Яхрома,15,19,2,72.0,8300000.0,2013,Вторичка,1 лоджия,Наземная,-1,40 м²,14 м²,"2,64 м",Советская ,18а,0,115278
Яхрома,8,8,1,35.2,7000000.0,2022,Вторичка,1 лоджия,Наземная,-1,"11,5 м²",15 м²,"3,75 м", Галины Вишневской,6к2,Видный город,198864
Яхрома,2,3,2,53.9,4500000.0,1996,Вторичка,1 балкон,-1,-1,30 м²,9 м²,"2,7 м", Военная,1,0,83488
Яхрома,3,5,2,43.7,8690000.0,1971,Вторичка,1 балкон,Наземная,-1,28 м²,6 м²,"2,65 м",Советская ,25,0,198856
Яхрома,2,5,2,44.7,7800000.0,1971,Вторичка,-1,-1,-1,-1,7 м²,-1, Георгия Димитрова,1,0,174497
Яхрома,2,3,1,27.0,3900000.0,2012,Вторичка,-1,-1,-1,15 м²,7 м²,-1,Авиационная ,33,0,144444
Яхрома,5,9,1,20.5,3900000.0,1984,Вторичка,-1,Наземная,-1,12 м²,"4,5 м²","2,5 м", 40 лет Победы,9,0,190244
Яхрома,3,9,1,33.0,4490000.0,1976,Вторичка,1 балкон,Наземная,-1,17 м²,"8,5 м²","2,5 м",Октябрьская ,9,0,136061
Яхрома,1,3,3,84.0,9000000.0,2005,Вторичка,-1,Наземная,-1,42 м²,23 м²,3 м, Северная,44,0,107143
Бекасово,2,8,2,66.0,22622160.0,2015,Новостройка / Апартаменты,-1,-1,-1,50 м²,-1,-1,0,0,Резиденция Дипломат,342760
Бекасово,11,12,1,33.5,8000000.0,1972,Вторичка,1 балкон,Наземная,-1,17 м²,7 м²,"2,5 м",3-й Дорожный проезд,6К1,0,238806
Бекасово,10,10,1,38.5,11280000.0,1994,Вторичка,1 лоджия,-1,-1,"20,7 м²","8,4 м²",-1,Жулебинский бульвар,6/11,0,292987
Домодедово,1,10,3,86.0,11990000.0,2000,Вторичка,1 лоджия,Открытая,-1,"49,9 м²","12,9 м²","2,6 м", Дружбы,5,0,139419
Домодедово,6,18,3,82.74,12500000.0,2022,Вторичка,1 лоджия,Наземная,-1,69 м²,"11,7 м²","2,7 м", Кирова,17к1,"ул. Кирова, 17",151076
Долгопрудный,22,23,2,44.2,9067486.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,205147
Долгопрудный,17,23,2,67.0,17250000.0,2019,Вторичка,2 лоджии,Наземная,-1,30 м²,15 м²,"2,7 м",Новый бульвар,5,Новый бульвар,257463
Долгопрудный,13,17,2,39.5,1935000.0,-1,Вторичка,-1,-1,-1,-1,-1,-1,Корабельная ,1,0,48987
Долгопрудный,19,23,2,44.7,9758555.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,218312
Долгопрудный,10,23,2,52.1,13790000.0,-1,Вторичка,-1,Подземная,-1,-1,11 м²,3 м,Парковая ,54,0,264683
Долгопрудный,3,12,2,74.0,15000000.0,2008,Вторичка,-1,-1,-1,"34,2 м²","12,7 м²",-1,Гранитный тупик,2,0,202703
Долгопрудный,22,23,2,57.3,12069247.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,210633
Долгопрудный,3,5,2,43.5,8990000.0,1963,Вторичка,-1,Наземная,-1,-1,14 м²,-1, Циолковского,13,0,206667
Долгопрудный,5,19,2,68.0,12600000.0,2014,Вторичка,1 лоджия,Многоуровневая,-1,40 м²,"11,5 м²","2,7 м",проспект Ракетостроителей,9к1,0,185294
Долгопрудный,3,23,2,41.1,8882439.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,216118
Долгопрудный,1,5,2,42.0,6499000.0,1969,Вторичка,-1,Наземная,-1,30 м²,6 м²,"2,7 м",Лихачевское шоссе,29,0,154738
Долгопрудный,13,24,2,52.0,10600000.0,2022,Вторичка,-1,Наземная,-1,30 м²,15 м²,"2,65 м",Парковая ,46к1,Бригантина,203846
Долгопрудный,18,18,2,63.7,13766697.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,к2,Бригантина ЖК,216118
Долгопрудный,2,9,2,42.1,8000000.0,1984,Вторичка,1 балкон,Наземная,-1,27 м²,6 м²,"2,6 м", Академика Лаврентьева,23,0,190024
Долгопрудный,2,5,2,42.0,6850000.0,1962,Вторичка,1 балкон,Наземная,-1,22 м²,"5,6 м²",-1,Советская ,8/8,0,163095
Долгопрудный,12,23,2,34.1,7556645.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,221602
Долгопрудный,15,17,2,61.8,12750000.0,2008,Вторичка,-1,-1,-1,"33,7 м²","14,2 м²",-1,Новый бульвар,15,0,206311
Долгопрудный,1,2,2,45.0,4800000.0,1952,Вторичка,-1,Наземная,-1,-1,5 м²,3 м, 25-го съезда,12,0,106667
Долгопрудный,20,23,2,60.0,13164587.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,219410
Долгопрудный,6,18,2,67.7,14000000.0,2015,Вторичка,-1,-1,-1,35 м²,16 м²,-1,Набережная ,23к1,Московские водники,206795
Долгопрудный,7,9,2,38.2,6500000.0,1997,Вторичка,-1,-1,-1,"27,4 м²",5 м²,-1,Лихачевское шоссе,1б,0,170157
Долгопрудный,14,23,2,47.2,9631219.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,204051
Долгопрудный,2,9,2,43.8,7820000.0,1978,Вторичка,-1,-1,-1,28 м²,6 м²,-1, Циолковского,34,0,178539
Долгопрудный,19,21,2,66.1,11990000.0,2015,Вторичка,1 лоджия,Наземная,-1,34 м²,10 м²,"2,78 м",проспект Ракетостроителей,7к1,0,181392
Долгопрудный,2,23,2,42.2,8842402.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,209536
Долгопрудный,7,10,2,69.6,17800000.0,2005,Вторичка,1 балкон,Наземная,-1,"36,3 м²","11,3 м²","3,1 м",проспект Пацаева,7к4,0,255747
Долгопрудный,2,2,2,37.0,4800000.0,-1,Вторичка,-1,-1,-1,19 м²,8 м²,-1, 25-го съезда,14,0,129730
Долгопрудный,2,23,2,34.8,7406361.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,212826
Долгопрудный,3,5,2,44.4,6700000.0,1964,Вторичка,1 балкон,Наземная,-1,"29,2 м²",6 м²,"2,65 м",Нагорная ,6,0,150901
Долгопрудный,17,17,2,73.0,14500000.0,2006,Вторичка,2 лоджии,Наземная,-1,"37,8 м²",11 м²,"2,64 м",Новый бульвар,19,0,198630
Долгопрудный,9,23,2,48.7,9830425.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,201857
Долгопрудный,11,23,2,39.7,7400000.0,2023,Вторичка,-1,-1,-1,-1,-1,-1,Парковая ,44к1,Бригантина,186398
Долгопрудный,4,23,2,65.0,15950000.0,-1,Вторичка,-1,Наземная,-1,"29,5 м²",21 м²,"2,8 м",Новый бульвар,3,Новый бульвар,245385
Долгопрудный,16,23,2,40.2,8864374.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,220507
Долгопрудный,3,23,2,44.0,8881658.0,-1,Вторичка,-1,-1,-1,"31,3 м²","4,5 м²",-1,Парковая ,44,Бригантина,201856
Долгопрудный,2,5,2,38.5,6700000.0,-1,Вторичка,1 балкон,-1,-1,25 м²,8 м²,-1,Московское шоссе,37,0,174026
Долгопрудный,2,23,2,60.8,14007111.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,230380
Долгопрудный,2,23,2,45.7,9776327.0,-1,Вторичка,-1,-1,-1,"33,5 м²","3,4 м²",-1,Парковая ,44,Бригантина,213924
Долгопрудный,8,17,2,55.0,12380000.0,2003,Вторичка,1 лоджия,-1,-1,32 м²,8 м²,-1,Молодежная ,4,0,225091
Долгопрудный,2,23,2,48.3,9696645.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,200759
Долгопрудный,5,5,2,47.0,7990000.0,1967,Вторичка,-1,Наземная,-1,30 м²,6 м²,"2,75 м", Железнякова,2а,0,170000
Долгопрудный,11,18,2,45.0,9300000.0,-1,Вторичка,1 лоджия,Наземная,-1,20 м²,11 м²,-1,Московская ,56к1,Московские водники,206667
Долгопрудный,2,23,2,49.7,9705140.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,195274
Долгопрудный,15,23,2,51.8,10150000.0,2021,Вторичка,1 балкон,Наземная,-1,"29,3 м²","10,3 м²","2,8 м",Парковая ,54,0,195946
Долгопрудный,2,3,2,49.4,10350000.0,1954,Вторичка,1 балкон,-1,-1,29 м²,8 м²,"3,05 м",Первомайская ,29,0,209514
Долгопрудный,2,23,2,45.7,9776327.0,2025,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,213924
Долгопрудный,17,22,2,50.6,9950000.0,2015,Вторичка,1 лоджия,Наземная,-1,27 м²,10 м²,"2,7 м",Старое Дмитровское шоссе,11,Московские водники,196640
Долгопрудный,4,5,2,43.0,7200000.0,1967,Вторичка,1 балкон,-1,-1,31 м²,6 м²,"2,6 м",Нагорная ,8,0,167442
Долгопрудный,2,23,2,50.5,11800416.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,233672
Долгопрудный,1,5,2,40.0,6400000.0,-1,Вторичка,-1,Наземная,-1,28 м²,6 м²,-1, Железнякова,7,0,160000
Долгопрудный,5,5,2,42.0,8700000.0,1964,Вторичка,1 балкон,Наземная,-1,"27,6 м²","5,6 м²","2,5 м", Циолковского,9,0,207143
Долгопрудный,23,23,2,43.2,10710642.0,2026,Новостройка,-1,-1,Монолитный,-1,-1,"2,8 м",0,0,Бригантина ЖК,247932
Долгопрудный,4,19,2,62.0,10000000.0,2015,Вторичка,1 лоджия,Наземная,-1,38 м²,11 м²,"2,8 м",Новое шоссе,10к1,0,161290
Долгопрудный,3,9,2,55.3,11700000.0,2001,Вторичка,-1,-1,-1,-1,"7,7 м²",-1,Молодежная ,14/1,0,211573
Долгопрудный,9,13,2,73.1,18000000.0,2009,Вторичка,1 лоджия,Подземная,-1,29 м²,"23,6 м²","2,85 м",проспект Пацаева,7к10,0,246238
Долгопрудный,13,17,2,61.2,12800000.0,-1,Вторичка,1 балкон,Наземная,-1,-1,"12,5 м²","2,75 м",Новый бульвар,18,0,209150
